MSKU Recipe Name,CSKU Name,CSKU Code,Ingredient Category,Gross Qty,UoM,MSKU Code,Characteristics
FV0131A - Black bean bowl and enchilada sauce [BNL],"FA-DE Spice, Chili Powder /Gewürz, Chilipulver",SPI-00-139340-5,SPI,0.79,grams,REC-013918-4-003,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [BNL],"FA-DE Spice, Coriander Ground /Gewürz, gemahlener Koriander",SPI-00-139386-5,SPI,0.14,grams,REC-013918-4-003,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [BNL],"FA-DE Spice, Cumin Ground /Gewürz, gemahlener Kreuzkümmel",SPI-00-139345-5,SPI,1.1,grams,REC-013918-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [BNL],"FA-DE Spice, Garlic Granulated /Gewürz, Knoblauch granuliert",SPI-00-139353-5,SPI,0.63,grams,REC-013918-4-003,"FISH_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [BNL],"FA-DE Spice, Garlic Powder, Toasted /Gewürz, Knoblauchpulver, geröstet",SPI-00-139354-5,SPI,0.11,grams,REC-013918-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [BNL],"FA-DE Spice, Guajillo Peppers, Ground /Gewürze, Guajillo-Paprikaschoten, gemahlen",SPI-00-139358-5,SPI,0.81,grams,REC-013918-4-003,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [BNL],"FA-DE Spice, Onion Granulated /Gewürze, Zwiebeln granuliert",SPI-00-139370-5,SPI,0.17,grams,REC-013918-4-003,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [BNL],"FA-DE Spice, Oregano Dry /Gewürz, Oregano trocken",SPI-00-139372-5,SPI,0.15,grams,REC-013918-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [BNL],"FA-DE Spice, Paprika /Gewürze, Paprika",SPI-00-139373-5,SPI,0.11,grams,REC-013918-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [BNL],"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,SPI,1.04,grams,REC-013918-4-003,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [BNL],"FA-DE Spice, Smoked Paprika /Gewürz, geräucherter Paprika",SPI-00-139383-5,SPI,0.15,grams,REC-013918-4-003,"VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [BNL],"FA-DE Stock Concentrate, Mirepoix /Stammkonzentrat, Mirepoix",PRO-00-139287-5,PRO,0.57,grams,REC-013918-4-003,"VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [BNL],"FA-DE Sweetcorn Supersweet Kernels, IQF /Zuckermais-Supersüßkörner, IQF",PHF-00-139236-1,PHF,33.49,grams,REC-013918-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [BNL],FA-DE Tomato Paste /Tomatenmark,PRO-00-139292-5,PRO,13.91,grams,REC-013918-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [BNL],"FA-DE Tomatoes, Concentrated Crushed /Tomaten, konzentriert, zerkleinert",PRO-00-139293-5,PRO,7.46,grams,REC-013918-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [BNL],"FA-DE Vinegar, Apple Cider /Essig, Apfelwein",PRO-00-139299-5,PRO,4.09,grams,REC-013918-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [BNL],FA-DE Water / Wasser,OTH-00-144038-5,OTH,59.41,grams,REC-013918-4-003,
FV0131A - Black bean bowl and enchilada sauce [BNL],"FA-DE Zucchini, Diced 10mm /Zucchini, gewürfelt 10 mm",PHF-00-139229-3,PHF,57.84,grams,REC-013918-4-003,"FISH_FREE,PORK_FREE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Beans, Black, Low Sodium, Aseptic /Bohnen, schwarz, natriumarm, aseptisch",PRO-00-139255-5,PRO,49.61,grams,REC-013918-4-004,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Bell Peppers, Green, Diced 10mm /Paprika, grün, gewürfelt 10 mm",PHF-00-139176-3,PHF,16.13,grams,REC-013918-4-004,"FISH_FREE,PORK_FREE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Bell Peppers, Red, Diced 10mm /Paprika, rot, gewürfelt 10 mm",PHF-00-139179-3,PHF,5.3,grams,REC-013918-4-004,"VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Cheese, White Cheddar, Shredded /Käse, weißer Cheddar, gerieben",DAI-00-139135-3,DAI,20,grams,REC-013918-4-004,VEGETARIAN
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Coriander, Chopped /Koriander, gehackt",PHF-00-139192-3,PHF,6.83,grams,REC-013918-4-004,"VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Garlic, IQF, Diced 4 mm /Knoblauch, IQF, gewürfelt 4 mm",PHF-00-139237-1,PHF,17.07,grams,REC-013918-4-004,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Jalapeno Peppers, Diced 5mm /Jalapeno-Paprikaschoten, gewürfelt, 5 mm",PHF-00-139201-3,PHF,53.02,grams,REC-013918-4-004,"VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Juice, Lime /Saft, Limette",PRO-00-139268-5,PRO,4.11,grams,REC-013918-4-004,"FISH_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Oil, Olive /Öl, Olivenöl",PRO-00-139277-5,PRO,13.34,grams,REC-013918-4-004,"VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Onion, Green, Sliced 5mm /Zwiebel, grün, in Scheiben geschnitten, 5 mm",PHF-00-149803-3,PHF,11.2,grams,REC-013918-4-004,"FISH_FREE,PORK_FREE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Onion, Red, Diced 5mm /Zwiebeln, rot, gewürfelt 5 mm",PHF-00-139213-3,PHF,10.27,grams,REC-013918-4-004,"FISH_FREE,PORK_FREE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Onion, Spanish, Diced 5mm /Zwiebel, Spanisch, gewürfelt 5 mm",PHF-00-139212-3,PHF,22.84,grams,REC-013918-4-004,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Rice, Basmati, Brown /Reis, Basmati, braun",DRY-00-139168-5,DRY,22.37,grams,REC-013918-4-004,
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Spice, Ancho Chili Powder /Gewürz, Ancho-Chili-Pulver",SPI-00-139329-5,SPI,0.81,grams,REC-013918-4-004,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Spice, Black Pepper, Ground /Gewürz, schwarzer Pfeffer, gemahlen",SPI-00-139334-5,SPI,0.14,grams,REC-013918-4-004,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Spice, Brown Chipotle Chile Powder /Gewürz, braunes Chipotle-Chili-Pulver",SPI-00-139335-5,SPI,0.24,grams,REC-013918-4-004,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Spice, Chili Powder /Gewürz, Chilipulver",SPI-00-139340-5,SPI,0.79,grams,REC-013918-4-004,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Spice, Coriander Ground /Gewürz, gemahlener Koriander",SPI-00-139386-5,SPI,0.14,grams,REC-013918-4-004,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Spice, Cumin Ground /Gewürz, gemahlener Kreuzkümmel",SPI-00-139345-5,SPI,1.1,grams,REC-013918-4-004,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Spice, Garlic Granulated /Gewürz, Knoblauch granuliert",SPI-00-139353-5,SPI,0.63,grams,REC-013918-4-004,"FISH_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Spice, Garlic Powder, Toasted /Gewürz, Knoblauchpulver, geröstet",SPI-00-139354-5,SPI,0.11,grams,REC-013918-4-004,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Spice, Guajillo Peppers, Ground /Gewürze, Guajillo-Paprikaschoten, gemahlen",SPI-00-139358-5,SPI,0.81,grams,REC-013918-4-004,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Spice, Onion Granulated /Gewürze, Zwiebeln granuliert",SPI-00-139370-5,SPI,0.17,grams,REC-013918-4-004,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Spice, Oregano Dry /Gewürz, Oregano trocken",SPI-00-139372-5,SPI,0.15,grams,REC-013918-4-004,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Spice, Paprika /Gewürze, Paprika",SPI-00-139373-5,SPI,0.11,grams,REC-013918-4-004,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,SPI,1.04,grams,REC-013918-4-004,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Spice, Smoked Paprika /Gewürz, geräucherter Paprika",SPI-00-139383-5,SPI,0.15,grams,REC-013918-4-004,"VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Stock Concentrate, Mirepoix /Stammkonzentrat, Mirepoix",PRO-00-139287-5,PRO,0.57,grams,REC-013918-4-004,"VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Sweetcorn Supersweet Kernels, IQF /Zuckermais-Supersüßkörner, IQF",PHF-00-139236-1,PHF,33.49,grams,REC-013918-4-004,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],FA-DE Tomato Paste /Tomatenmark,PRO-00-139292-5,PRO,13.91,grams,REC-013918-4-004,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Tomatoes, Concentrated Crushed /Tomaten, konzentriert, zerkleinert",PRO-00-139293-5,PRO,7.46,grams,REC-013918-4-004,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Vinegar, Apple Cider /Essig, Apfelwein",PRO-00-139299-5,PRO,4.09,grams,REC-013918-4-004,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DE],FA-DE Water / Wasser,OTH-00-144038-5,OTH,59.41,grams,REC-013918-4-004,
FV0131A - Black bean bowl and enchilada sauce [DE],"FA-DE Zucchini, Diced 10mm /Zucchini, gewürfelt 10 mm",PHF-00-139229-3,PHF,57.84,grams,REC-013918-4-004,"FISH_FREE,PORK_FREE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Beans, Black, Low Sodium, Aseptic /Bohnen, schwarz, natriumarm, aseptisch",PRO-00-139255-5,PRO,49.61,grams,REC-013918-4-005,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Bell Peppers, Green, Diced 10mm /Paprika, grün, gewürfelt 10 mm",PHF-00-139176-3,PHF,16.13,grams,REC-013918-4-005,"FISH_FREE,PORK_FREE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Bell Peppers, Red, Diced 10mm /Paprika, rot, gewürfelt 10 mm",PHF-00-139179-3,PHF,5.3,grams,REC-013918-4-005,"VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Cheese, White Cheddar, Shredded /Käse, weißer Cheddar, gerieben",DAI-00-139135-3,DAI,20,grams,REC-013918-4-005,VEGETARIAN
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Coriander, Chopped /Koriander, gehackt",PHF-00-139192-3,PHF,6.83,grams,REC-013918-4-005,"VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Garlic, IQF, Diced 4 mm /Knoblauch, IQF, gewürfelt 4 mm",PHF-00-139237-1,PHF,17.07,grams,REC-013918-4-005,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Jalapeno Peppers, Diced 5mm /Jalapeno-Paprikaschoten, gewürfelt, 5 mm",PHF-00-139201-3,PHF,53.02,grams,REC-013918-4-005,"VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Juice, Lime /Saft, Limette",PRO-00-139268-5,PRO,4.11,grams,REC-013918-4-005,"FISH_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Oil, Olive /Öl, Olivenöl",PRO-00-139277-5,PRO,13.34,grams,REC-013918-4-005,"VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Onion, Green, Sliced 5mm /Zwiebel, grün, in Scheiben geschnitten, 5 mm",PHF-00-149803-3,PHF,11.2,grams,REC-013918-4-005,"FISH_FREE,PORK_FREE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Onion, Red, Diced 5mm /Zwiebeln, rot, gewürfelt 5 mm",PHF-00-139213-3,PHF,10.27,grams,REC-013918-4-005,"FISH_FREE,PORK_FREE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Onion, Spanish, Diced 5mm /Zwiebel, Spanisch, gewürfelt 5 mm",PHF-00-139212-3,PHF,22.84,grams,REC-013918-4-005,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Rice, Basmati, Brown /Reis, Basmati, braun",DRY-00-139168-5,DRY,22.37,grams,REC-013918-4-005,
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Spice, Ancho Chili Powder /Gewürz, Ancho-Chili-Pulver",SPI-00-139329-5,SPI,0.81,grams,REC-013918-4-005,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Spice, Black Pepper, Ground /Gewürz, schwarzer Pfeffer, gemahlen",SPI-00-139334-5,SPI,0.14,grams,REC-013918-4-005,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Spice, Brown Chipotle Chile Powder /Gewürz, braunes Chipotle-Chili-Pulver",SPI-00-139335-5,SPI,0.24,grams,REC-013918-4-005,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Spice, Chili Powder /Gewürz, Chilipulver",SPI-00-139340-5,SPI,0.79,grams,REC-013918-4-005,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Spice, Coriander Ground /Gewürz, gemahlener Koriander",SPI-00-139386-5,SPI,0.14,grams,REC-013918-4-005,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Spice, Cumin Ground /Gewürz, gemahlener Kreuzkümmel",SPI-00-139345-5,SPI,1.1,grams,REC-013918-4-005,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Spice, Garlic Granulated /Gewürz, Knoblauch granuliert",SPI-00-139353-5,SPI,0.63,grams,REC-013918-4-005,"FISH_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Spice, Garlic Powder, Toasted /Gewürz, Knoblauchpulver, geröstet",SPI-00-139354-5,SPI,0.11,grams,REC-013918-4-005,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Spice, Guajillo Peppers, Ground /Gewürze, Guajillo-Paprikaschoten, gemahlen",SPI-00-139358-5,SPI,0.81,grams,REC-013918-4-005,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Spice, Onion Granulated /Gewürze, Zwiebeln granuliert",SPI-00-139370-5,SPI,0.17,grams,REC-013918-4-005,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Spice, Oregano Dry /Gewürz, Oregano trocken",SPI-00-139372-5,SPI,0.15,grams,REC-013918-4-005,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Spice, Paprika /Gewürze, Paprika",SPI-00-139373-5,SPI,0.11,grams,REC-013918-4-005,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,SPI,1.04,grams,REC-013918-4-005,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Spice, Smoked Paprika /Gewürz, geräucherter Paprika",SPI-00-139383-5,SPI,0.15,grams,REC-013918-4-005,"VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Stock Concentrate, Mirepoix /Stammkonzentrat, Mirepoix",PRO-00-139287-5,PRO,0.57,grams,REC-013918-4-005,"VEGAN,VEGETARIAN"
FV0131A - Black bean bowl and enchilada sauce [DKSE],"FA-DE Sweetcorn Supersweet Kernels, IQF /Zuckermais-Supersüßkörner, IQF",PHF-00-139236-1,PHF,33.49,grams,REC-013918-4-005,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
