MSKU Recipe Name,CSKU Name,CSKU Code,Ingredient Category,Gross Qty,UoM,MSKU Code,Characteristics
FV0713A - Cabbage in cheese sauce with minced beef [DKSE],"FA-DE Spice, Onion Granulated /Gewürze, Zwiebeln granuliert",SPI-00-139370-5,SPI,0.28,grams,REC-013950-4-003,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0713A - Cabbage in cheese sauce with minced beef [DKSE],"FA-DE Spice, Onion Powder, Toasted /Gewürze, Zwiebelpulver, geröstet",SPI-00-139371-5,SPI,0.48,grams,REC-013950-4-003,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0713A - Cabbage in cheese sauce with minced beef [DKSE],"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,SPI,1.22,grams,REC-013950-4-003,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0713A - Cabbage in cheese sauce with minced beef [DKSE],"FA-DE Stock, Chicken, Reduced/Brühe, Huhn, Reduziert",PRO-00-139288-5,PRO,3.57,grams,REC-013950-4-003,
FV0713A - Cabbage in cheese sauce with minced beef [DKSE],"FA-DE Tomatoes, Crushed /Tomaten, zerkleinert",PRO-00-139294-5,PRO,45.22,grams,REC-013950-4-003,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [BNL],"FA-DE Bacon, Diced /Speck, gewürfelt",PTN-00-139306-3,PTN,27.22,grams,REC-013489-4-003,
FV0794A - Loaded Bacon Shredded Chicken [BNL],"FA-DE Cheese, Cream, 13% Fat (Milk) /Käse, Sahne, 13% Fett",DAI-00-139122-3,DAI,14.86,grams,REC-013489-4-003,
FV0794A - Loaded Bacon Shredded Chicken [BNL],"FA-DE Cheese, Mozzarella, Shredded /Käse, Mozzarella, gerieben",DAI-00-139125-3,DAI,23.48,grams,REC-013489-4-003,VEGETARIAN
FV0794A - Loaded Bacon Shredded Chicken [BNL],"FA-DE Cheese, White Cheddar, Shredded /Käse, weißer Cheddar, gerieben",DAI-00-139135-3,DAI,21.13,grams,REC-013489-4-003,VEGETARIAN
FV0794A - Loaded Bacon Shredded Chicken [BNL],"FA-DE Chicken, Thighs, Boneless Skinless /Hähnchen, Oberschenkel, ohne Knochen und ohne Haut",PTN-00-139343-3,PTN,154.33,grams,REC-013489-4-003,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE"
FV0794A - Loaded Bacon Shredded Chicken [BNL],"FA-DE Chives, Dried /Schnittlauch, getrocknet",SPI-00-139322-5,SPI,0.27,grams,REC-013489-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [BNL],"FA-DE Garlic, IQF, Diced 4 mm /Knoblauch, IQF, gewürfelt 4 mm",PHF-00-139237-1,PHF,2.34,grams,REC-013489-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [BNL],"FA-DE Green Beans, Fresh, Cut 40mm /Grüne Bohnen, frisch, geschnitten 40mm",PHF-00-139199-3,PHF,102.57,grams,REC-013489-4-003,"SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [BNL],"FA-DE Juice, Lemon /Saft, Zitrone",PRO-00-139265-5,PRO,2.88,grams,REC-013489-4-003,"FISH_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [BNL],"FA-DE Oil, Olive /Öl, Olivenöl",PRO-00-139277-5,PRO,23.46,grams,REC-013489-4-003,"VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [BNL],"FA-DE Onion, Spanish, Diced 5mm /Zwiebel, Spanisch, gewürfelt 5 mm",PHF-00-139212-3,PHF,6.04,grams,REC-013489-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [BNL],FA-DE Sour Cream /Sauerrahm,DAI-00-139141-3,DAI,26.08,grams,REC-013489-4-003,VEGETARIAN
FV0794A - Loaded Bacon Shredded Chicken [BNL],"FA-DE Spice, Black Pepper, Ground /Gewürz, schwarzer Pfeffer, gemahlen",SPI-00-139334-5,SPI,0.52,grams,REC-013489-4-003,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [BNL],"FA-DE Spice, Buttermilk Powder/Gewürz, Buttermilchpulver",SPI-00-151139-5,SPI,4.16,grams,REC-013489-4-003,
FV0794A - Loaded Bacon Shredded Chicken [BNL],"FA-DE Spice, Dill Dried /Gewürz, Dill getrocknet",SPI-00-139349-5,SPI,0.27,grams,REC-013489-4-003,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [BNL],"FA-DE Spice, Garlic Granulated /Gewürz, Knoblauch granuliert",SPI-00-139353-5,SPI,1.31,grams,REC-013489-4-003,"FISH_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [BNL],"FA-DE Spice, Onion Granulated /Gewürze, Zwiebeln granuliert",SPI-00-139370-5,SPI,0.76,grams,REC-013489-4-003,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [BNL],"FA-DE Spice, Parsley Dried /Gewürze, getrocknete Petersilie",SPI-00-139374-5,SPI,0.11,grams,REC-013489-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [BNL],"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,SPI,1.95,grams,REC-013489-4-003,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [BNL],"FA-DE Spinach, Frozen Leaf/Spinat, gefrorener Blattspinat",PHF-00-139242-1,PHF,35.16,grams,REC-013489-4-003,"SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [BNL],"FA-DE Stock, Chicken, Reduced/Brühe, Huhn, Reduziert",PRO-00-139288-5,PRO,0.42,grams,REC-013489-4-003,
FV0794A - Loaded Bacon Shredded Chicken [BNL],FA-DE Water / Wasser,OTH-00-144038-5,OTH,173.95,grams,REC-013489-4-003,
FV0794A - Loaded Bacon Shredded Chicken [DE],"FA-DE Bacon, Diced /Speck, gewürfelt",PTN-00-139306-3,PTN,27.22,grams,REC-013489-4-001,
FV0794A - Loaded Bacon Shredded Chicken [DE],"FA-DE Cheese, Cream, 13% Fat (Milk) /Käse, Sahne, 13% Fett",DAI-00-139122-3,DAI,14.86,grams,REC-013489-4-001,
FV0794A - Loaded Bacon Shredded Chicken [DE],"FA-DE Cheese, Mozzarella, Shredded /Käse, Mozzarella, gerieben",DAI-00-139125-3,DAI,23.48,grams,REC-013489-4-001,VEGETARIAN
FV0794A - Loaded Bacon Shredded Chicken [DE],"FA-DE Cheese, White Cheddar, Shredded /Käse, weißer Cheddar, gerieben",DAI-00-139135-3,DAI,21.13,grams,REC-013489-4-001,VEGETARIAN
FV0794A - Loaded Bacon Shredded Chicken [DE],"FA-DE Chicken, Thighs, Boneless Skinless /Hähnchen, Oberschenkel, ohne Knochen und ohne Haut",PTN-00-139343-3,PTN,154.33,grams,REC-013489-4-001,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE"
FV0794A - Loaded Bacon Shredded Chicken [DE],"FA-DE Chives, Dried /Schnittlauch, getrocknet",SPI-00-139322-5,SPI,0.27,grams,REC-013489-4-001,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [DE],"FA-DE Garlic, IQF, Diced 4 mm /Knoblauch, IQF, gewürfelt 4 mm",PHF-00-139237-1,PHF,2.34,grams,REC-013489-4-001,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [DE],"FA-DE Green Beans, Fresh, Cut 40mm /Grüne Bohnen, frisch, geschnitten 40mm",PHF-00-139199-3,PHF,102.57,grams,REC-013489-4-001,"SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [DE],"FA-DE Juice, Lemon /Saft, Zitrone",PRO-00-139265-5,PRO,2.88,grams,REC-013489-4-001,"FISH_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [DE],"FA-DE Oil, Olive /Öl, Olivenöl",PRO-00-139277-5,PRO,23.46,grams,REC-013489-4-001,"VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [DE],"FA-DE Onion, Spanish, Diced 5mm /Zwiebel, Spanisch, gewürfelt 5 mm",PHF-00-139212-3,PHF,6.04,grams,REC-013489-4-001,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [DE],FA-DE Sour Cream /Sauerrahm,DAI-00-139141-3,DAI,26.08,grams,REC-013489-4-001,VEGETARIAN
FV0794A - Loaded Bacon Shredded Chicken [DE],"FA-DE Spice, Black Pepper, Ground /Gewürz, schwarzer Pfeffer, gemahlen",SPI-00-139334-5,SPI,0.52,grams,REC-013489-4-001,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [DE],"FA-DE Spice, Buttermilk Powder/Gewürz, Buttermilchpulver",SPI-00-151139-5,SPI,4.16,grams,REC-013489-4-001,
FV0794A - Loaded Bacon Shredded Chicken [DE],"FA-DE Spice, Dill Dried /Gewürz, Dill getrocknet",SPI-00-139349-5,SPI,0.27,grams,REC-013489-4-001,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [DE],"FA-DE Spice, Garlic Granulated /Gewürz, Knoblauch granuliert",SPI-00-139353-5,SPI,1.31,grams,REC-013489-4-001,"FISH_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [DE],"FA-DE Spice, Onion Granulated /Gewürze, Zwiebeln granuliert",SPI-00-139370-5,SPI,0.76,grams,REC-013489-4-001,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [DE],"FA-DE Spice, Parsley Dried /Gewürze, getrocknete Petersilie",SPI-00-139374-5,SPI,0.11,grams,REC-013489-4-001,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [DE],"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,SPI,1.95,grams,REC-013489-4-001,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [DE],"FA-DE Spinach, Frozen Leaf/Spinat, gefrorener Blattspinat",PHF-00-139242-1,PHF,35.16,grams,REC-013489-4-001,"SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [DE],"FA-DE Stock, Chicken, Reduced/Brühe, Huhn, Reduziert",PRO-00-139288-5,PRO,0.42,grams,REC-013489-4-001,
FV0794A - Loaded Bacon Shredded Chicken [DE],FA-DE Water / Wasser,OTH-00-144038-5,OTH,173.95,grams,REC-013489-4-001,
FV0794A - Loaded Bacon Shredded Chicken [DKSE],"FA-DE Bacon, Diced /Speck, gewürfelt",PTN-00-139306-3,PTN,27.22,grams,REC-013489-4-002,
FV0794A - Loaded Bacon Shredded Chicken [DKSE],"FA-DE Cheese, Cream, 13% Fat (Milk) /Käse, Sahne, 13% Fett",DAI-00-139122-3,DAI,14.86,grams,REC-013489-4-002,
FV0794A - Loaded Bacon Shredded Chicken [DKSE],"FA-DE Cheese, Mozzarella, Shredded /Käse, Mozzarella, gerieben",DAI-00-139125-3,DAI,23.48,grams,REC-013489-4-002,VEGETARIAN
FV0794A - Loaded Bacon Shredded Chicken [DKSE],"FA-DE Cheese, White Cheddar, Shredded /Käse, weißer Cheddar, gerieben",DAI-00-139135-3,DAI,21.13,grams,REC-013489-4-002,VEGETARIAN
FV0794A - Loaded Bacon Shredded Chicken [DKSE],"FA-DE Chicken, Thighs, Boneless Skinless /Hähnchen, Oberschenkel, ohne Knochen und ohne Haut",PTN-00-139343-3,PTN,154.33,grams,REC-013489-4-002,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE"
FV0794A - Loaded Bacon Shredded Chicken [DKSE],"FA-DE Chives, Dried /Schnittlauch, getrocknet",SPI-00-139322-5,SPI,0.27,grams,REC-013489-4-002,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [DKSE],"FA-DE Garlic, IQF, Diced 4 mm /Knoblauch, IQF, gewürfelt 4 mm",PHF-00-139237-1,PHF,2.34,grams,REC-013489-4-002,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [DKSE],"FA-DE Green Beans, Fresh, Cut 40mm /Grüne Bohnen, frisch, geschnitten 40mm",PHF-00-139199-3,PHF,102.57,grams,REC-013489-4-002,"SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [DKSE],"FA-DE Juice, Lemon /Saft, Zitrone",PRO-00-139265-5,PRO,2.88,grams,REC-013489-4-002,"FISH_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [DKSE],"FA-DE Oil, Olive /Öl, Olivenöl",PRO-00-139277-5,PRO,23.46,grams,REC-013489-4-002,"VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [DKSE],"FA-DE Onion, Spanish, Diced 5mm /Zwiebel, Spanisch, gewürfelt 5 mm",PHF-00-139212-3,PHF,6.04,grams,REC-013489-4-002,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [DKSE],FA-DE Sour Cream /Sauerrahm,DAI-00-139141-3,DAI,26.08,grams,REC-013489-4-002,VEGETARIAN
FV0794A - Loaded Bacon Shredded Chicken [DKSE],"FA-DE Spice, Black Pepper, Ground /Gewürz, schwarzer Pfeffer, gemahlen",SPI-00-139334-5,SPI,0.52,grams,REC-013489-4-002,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [DKSE],"FA-DE Spice, Buttermilk Powder/Gewürz, Buttermilchpulver",SPI-00-151139-5,SPI,4.16,grams,REC-013489-4-002,
FV0794A - Loaded Bacon Shredded Chicken [DKSE],"FA-DE Spice, Dill Dried /Gewürz, Dill getrocknet",SPI-00-139349-5,SPI,0.27,grams,REC-013489-4-002,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [DKSE],"FA-DE Spice, Garlic Granulated /Gewürz, Knoblauch granuliert",SPI-00-139353-5,SPI,1.31,grams,REC-013489-4-002,"FISH_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [DKSE],"FA-DE Spice, Onion Granulated /Gewürze, Zwiebeln granuliert",SPI-00-139370-5,SPI,0.76,grams,REC-013489-4-002,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [DKSE],"FA-DE Spice, Parsley Dried /Gewürze, getrocknete Petersilie",SPI-00-139374-5,SPI,0.11,grams,REC-013489-4-002,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [DKSE],"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,SPI,1.95,grams,REC-013489-4-002,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [DKSE],"FA-DE Spinach, Frozen Leaf/Spinat, gefrorener Blattspinat",PHF-00-139242-1,PHF,35.16,grams,REC-013489-4-002,"SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0794A - Loaded Bacon Shredded Chicken [DKSE],"FA-DE Stock, Chicken, Reduced/Brühe, Huhn, Reduziert",PRO-00-139288-5,PRO,0.42,grams,REC-013489-4-002,
FV0794A - Loaded Bacon Shredded Chicken [DKSE],FA-DE Water / Wasser,OTH-00-144038-5,OTH,173.95,grams,REC-013489-4-002,
FV0846A - Stroganoff-Style Beef Burger [BNL],"FA-DE Beef, Ground, 80/20 /Rindfleisch, gemahlen, 80/20",PTN-00-139319-3,PTN,161.44,grams,REC-029854-4-003,
FV0846A - Stroganoff-Style Beef Burger [BNL],"FA-DE Butter, Unsalted /Butter, ungesalzen",DAI-00-139146-3,DAI,11.56,grams,REC-029854-4-003,VEGETARIAN
FV0846A - Stroganoff-Style Beef Burger [BNL],"FA-DE Cheese, Cream, 13% Fat (Milk) /Käse, Sahne, 13% Fett",DAI-00-139122-3,DAI,14.84,grams,REC-029854-4-003,
FV0846A - Stroganoff-Style Beef Burger [BNL],"FA-DE Cheese, Parmesan, Grated /Käse, Parmesan, gerieben",DAI-00-139127-3,DAI,1.16,grams,REC-029854-4-003,
FV0846A - Stroganoff-Style Beef Burger [BNL],"FA-DE Garlic, IQF, Diced 4 mm /Knoblauch, IQF, gewürfelt 4 mm",PHF-00-139237-1,PHF,11.42,grams,REC-029854-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0846A - Stroganoff-Style Beef Burger [BNL],"FA-DE Green Beans, Fresh and Trimmed/Grüne Bohnen, frisch und geschnitten",PHF-00-139198-3,PHF,64.19,grams,REC-029854-4-003,"FISH_FREE,PORK_FREE,VEGAN,VEGETARIAN"
FV0846A - Stroganoff-Style Beef Burger [BNL],FA-DE Heavy Cream 35% /Sahne 35%,DAI-00-148167-3,DAI,1.98,grams,REC-029854-4-003,VEGETARIAN
FV0846A - Stroganoff-Style Beef Burger [BNL],"FA-DE Mushroom, Button, Sliced, Washed /Pilz, Knopf, geschnitten, gewaschen",PHF-00-139206-3,PHF,114.61,grams,REC-029854-4-003,"VEGAN,VEGETARIAN"
FV0846A - Stroganoff-Style Beef Burger [BNL],"FA-DE Mustard, Dijon /Senf, Dijon",PRO-00-139276-5,PRO,3.22,grams,REC-029854-4-003,VEGETARIAN
FV0846A - Stroganoff-Style Beef Burger [BNL],"FA-DE Oil, Olive /Öl, Olivenöl",PRO-00-139277-5,PRO,22.72,grams,REC-029854-4-003,"VEGAN,VEGETARIAN"
FV0846A - Stroganoff-Style Beef Burger [BNL],"FA-DE Onion, Green, Sliced 5mm /Zwiebel, grün, in Scheiben geschnitten, 5 mm",PHF-00-149803-3,PHF,12.81,grams,REC-029854-4-003,"FISH_FREE,PORK_FREE,VEGAN,VEGETARIAN"
FV0846A - Stroganoff-Style Beef Burger [BNL],"FA-DE Onion, Spanish, Diced 5mm /Zwiebel, Spanisch, gewürfelt 5 mm",PHF-00-139212-3,PHF,11.66,grams,REC-029854-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0846A - Stroganoff-Style Beef Burger [BNL],FA-DE Sour Cream /Sauerrahm,DAI-00-139141-3,DAI,14.84,grams,REC-029854-4-003,VEGETARIAN
FV0846A - Stroganoff-Style Beef Burger [BNL],"FA-DE Spice, Black Pepper, Ground /Gewürz, schwarzer Pfeffer, gemahlen",SPI-00-139334-5,SPI,0.26,grams,REC-029854-4-003,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0846A - Stroganoff-Style Beef Burger [BNL],"FA-DE Spice, Dill Dried /Gewürz, Dill getrocknet",SPI-00-139349-5,SPI,0.1,grams,REC-029854-4-003,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0846A - Stroganoff-Style Beef Burger [BNL],"FA-DE Spice, Garlic Granulated /Gewürz, Knoblauch granuliert",SPI-00-139353-5,SPI,2.54,grams,REC-029854-4-003,"FISH_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0846A - Stroganoff-Style Beef Burger [BNL],"FA-DE Spice, Onion Granulated /Gewürze, Zwiebeln granuliert",SPI-00-139370-5,SPI,4.54,grams,REC-029854-4-003,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0846A - Stroganoff-Style Beef Burger [BNL],"FA-DE Spice, Parsley Dried /Gewürze, getrocknete Petersilie",SPI-00-139374-5,SPI,0.09,grams,REC-029854-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0846A - Stroganoff-Style Beef Burger [BNL],"FA-DE Spice, Porcini Mushroom Powder /Gewürz, Steinpilzpulver",SPI-00-139375-5,SPI,0.74,grams,REC-029854-4-003,"FISH_FREE,NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,PORK_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
FV0846A - Stroganoff-Style Beef Burger [BNL],"FA-DE Spice, Sea Salt /Gewürze, Meersalz",SPI-00-139378-5,SPI,1.72,grams,REC-029854-4-003,"NATURALLY_GLUTEN_FREE,NATURALLY_LACTOSE_FREE,SUITABLE_FOR_COELIACS,SUITABLE_FOR_LACTOSE_INTOLERANCE,VEGAN,VEGETARIAN"
