"305","","","UPDATED ASSUMPTIONS: 02.10.24","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals","actuals"
"","","","Total M-Boxes","7","199","41","38","81","79","98","113","60","64","162","289","396","361","379","424","435","461","439","458","415","439","424","430","375","316","347","362","425","423","420","420","430","451","446","562","657","614","620","577","683","635","625","619","635","706","703","738","753","628","599","591","612","633","720","674","650","656","586","499","312","308",""
"","","","Total L-Boxes","2","18","5","8","28","39","42","40","26","28","60","130","148","144","176","175","185","229","213","222","205","191","204","221","156","140","147","171","183","189","198","207","224","232","207","1","3","2","1","0","2","0","1","1","1","2","16","17","17","341","293","302","262","286","306","286","270","247","240","208","139","132",""
"","","","Total ","782","1812","1475","1314","1334","1147","1097","1059","550","590","1189","2034","2204","2318","2542","2529","2754","2943","2836","2961","2840","2676","2598","2768","2479","2034","2288","2433","2567","2618","2479","2523","2516","2594","2518","2727","2878","2923","2844","2884","3026","2928","2840","2811","2913","3176","3286","3447","3520","3391","3250","3251","3203","3363","3497","3272","3160","3138","2963","2545","1519","1636",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","W05","W06","W07","W08","W09","W10","W11","W12","W13","W14","W15","W16","W17","W18","W19","W20","W21","W22","W23","W24","W25","W26","W27","W28","W29","W30","W31","W32","W33","W34","W35","W36","W37","W38","W39","W40","W41","W42","W43","W44","W45","W46","W47","W48","W49","W50","W51","W52","W53",""
"","","","","","","","","","","","","","","","","","01/27/2025","02/03/2025","02/10/2025","02/17/2025","02/24/2025","03/03/2025","03/10/2025","03/17/2025","03/24/2025","03/31/2025","04/07/2025","04/14/2025","04/21/2025","04/28/2025","05/05/2025","05/12/2025","05/19/2025","05/26/2025","06/02/2025","06/09/2025","06/16/2025","06/23/2025","06/30/2025","07/07/2025","07/14/2025","07/21/2025","07/28/2025","08/04/2025","08/11/2025","08/18/2025","08/25/2025","09/01/2025","09/08/2025","09/15/2025","09/22/2025","09/29/2025","10/06/2025","10/13/2025","10/20/2025","10/27/2025","11/03/2025","11/10/2025","11/17/2025","11/24/2025","12/01/2025","12/08/2025","12/15/2025","12/22/2025","12/29/2025",""
"","","","","","","","","","","","","","","","","","02/02/2025","02/09/2025","02/16/2025","02/23/2025","03/02/2025","03/09/2025","03/16/2025","03/23/2025","03/30/2025","04/06/2025","04/13/2025","04/20/2025","04/27/2025","05/04/2025","05/11/2025","05/18/2025","05/25/2025","06/01/2025","06/08/2025","06/15/2025","06/22/2025","06/29/2025","07/06/2025","07/13/2025","07/20/2025","07/27/2025","08/03/2025","08/10/2025","08/17/2025","08/24/2025","08/31/2025","09/07/2025","09/14/2025","09/21/2025","09/28/2025","10/05/2025","10/12/2025","10/19/2025","10/26/2025","11/02/2025","11/09/2025","11/16/2025","11/23/2025","11/30/2025","12/07/2025","12/14/2025","12/21/2025","12/28/2025","01/04/2026",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Liner Stock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Total liner needed ","1564","3624","2950","2628","2668","2294","2194","2118","1100","1180","2378","4068","4408","4636","5084","5058","5508","5886","5673","5922","5680","5352","5196","5536","4958","4068","4576","4865","5134","5237","4958","5046","5032","5188","5036","5454","5756","5846","5688","5768","6053","5855","5680","5622","5825","6352","6573","6895","7041","6782","6500","6502","6407","6726","6994","6544","6320","6276","5926","5090","3038","3272",""
"","","","stock deduction ","","3189","2858","2536","2450","2433","1914","1812","928","995","1934","3230","3320","2808","3974","3860","4268","4506","4368","4560","4440","4092","3940","4234","3896","3156","3588","3800","3918","4012","3722","3792","3724","3822","3730","4328","4436","4614","4446","4614","4682","4586","4427","4382","4554","4936","5134","5386","5500","4844","4716","4716","4659","4888","4942","4624","4480","4470","4274","3676","2136","2392",""
"","","","","","199","41","38","81","642","98","113","60","64","162","289","396","141","379","424","435","461","439","458","415","439","424","430","375","316","347","362","425","423","420","420","430","451","446","562","657","614","620","577","683","635","625","619","635","706","703","738","753","628","599","591","612","633","720","674","650","656","586","499","312","308",""
"","","","","","199","41","38","81","498","98","113","60","64","162","289","396","401","379","424","435","461","439","458","415","439","424","430","375","316","347","362","425","423","420","420","430","451","446","562","657","614","620","577","683","635","625","619","635","706","703","738","753","628","599","591","612","633","720","674","650","656","586","499","312","308",""
"","","","","","18","5","8","28","-189","42","40","26","28","60","130","148","174","176","175","185","229","213","222","205","191","204","221","156","140","147","171","183","189","198","207","224","232","207","1","3","2","1","0","2","0","1","1","1","2","16","17","17","341","293","302","262","286","306","286","270","247","240","208","139","132",""
"","","","","","18","5","8","28","11","42","40","26","28","60","130","148","82","176","175","185","229","213","222","205","191","204","221","156","140","147","171","183","189","198","207","224","232","207","1","3","2","1","0","2","0","1","1","1","2","16","17","17","341","293","302","262","286","306","286","270","247","240","208","139","132",""
"","","","Total Stok Deduction ","","3624","2950","2628","2668","3394","2194","2118","1100","1180","2378","4068","4408","3606","5084","5058","5508","5886","5673","5922","5680","5352","5196","5536","4958","4068","4576","4865","5134","5237","4958","5046","5032","5188","5036","5454","5756","5846","5688","5768","6053","5855","5680","5622","5825","6352","6573","6895","7041","6782","6500","6502","6407","6726","6994","6544","6320","6276","5926","5090","3038","3272",""
"","","","","","3624","2950","2628","2668","2294","2194","2118","1100","1180","2378","4068","4408","4636","5084","5058","5508","5886","5673","5922","5680","5352","5196","5536","4958","4068","4576","4865","5134","5237","4958","5046","5032","5188","5036","5454","5756","5846","5688","5768","6053","5855","5680","5622","5825","6352","6573","6895","7041","6782","6500","6502","6407","6726","6994","6544","6320","6276","5926","5090","3038","3272",""
"","","","","","3624","2950","2628","2668","3394","2194","2118","1100","1180","2378","4068","4408","3606","5084","5058","5508","5886","5673","5922","5680","5352","5196","5536","4958","4068","4576","4865","5134","5237","4958","5046","5032","5188","5036","5454","5756","5846","5688","5768","6053","5855","5680","5622","5825","6352","6573","6895","7041","6782","6500","6502","6407","6726","6994","6544","6320","6276","5926","5090","3038","3272",""
"","","","Match ","","Match","Match","Match","Match","No Match","Match","Match","Match","Match","Match","Match","Match","No Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match","Match",""
"","","","","","","","","","Actuals Updated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","S","7022","3833","10767","14351","25365","22932","21018","19206","18279","17284","15350","25584","22264","19456","15482","11622","20818","16312","25408","20847","43335","39244","35304","31070","27174","24018","20430","16631","12713","8700","4978","1186","-2538","-6360","-10090","-14418","-18854","-23469","-27914","-32528","-37211","-41796","-46223","-50605","-55159","-60095","-65229","-70615","-76115","-80959","-85675","-90391","-95050","-99937","-104879","-109504","-113984","-118453","-122727","-126403","-128539","-130932",""
"","","","M1","1337","1138","2441","3747","5346","4704","4606","4493","4433","4368","4206","3917","3521","3380","3001","2577","2142","1681","3930","3472","3057","2618","2194","1764","1389","1073","726","364","-61","-484","-904","-1324","-1754","-2205","-2651","-3213","-3870","-4484","-5104","-5681","-6364","-6998","-7624","-8243","-8878","-9584","-10287","-11024","-11778","-12406","-13005","-13596","-14208","-14841","-15561","-16235","-16885","-17541","-18127","-18626","-18938","-19246",""
"","","","M2","1145","946","2345","3459","5106","4608","4510","4397","4337","4272","4110","3821","3425","3024","2645","2221","1786","1325","3766","3308","2893","2454","2030","1600","1225","909","562","200","-225","-648","-1068","-1488","-1918","-2369","-2815","-3377","-4034","-4648","-5268","-5845","-6528","-7162","-7788","-8407","-9042","-9748","-10451","-11188","-11942","-12570","-13169","-13760","-14372","-15005","-15725","-16399","-17049","-17705","-18291","-18790","-19102","-19410",""
"","","","L1","414","396","391","1423","1811","2000","1958","1918","1892","1864","1804","1674","1526","1352","1176","1001","816","587","2246","2024","1819","1627","1423","1202","1046","906","759","588","405","216","18","-189","-413","-645","-852","-853","-856","-858","-859","-859","-861","-861","-862","-864","-864","-866","-882","-899","-917","-1258","-1551","-1853","-2115","-2401","-2707","-2993","-3263","-3510","-3750","-3958","-4097","-4229",""
"","","","L1","502","484","479","1731","2459","2448","2406","2366","2340","2312","2252","2122","1974","1892","1716","1541","1356","1127","2426","2204","1999","1807","1603","1382","1226","1086","939","768","585","396","198","-9","-233","-465","-672","-673","-676","-678","-679","-679","-681","-681","-682","-684","-684","-686","-702","-719","-737","-1078","-1371","-1673","-1935","-2221","-2527","-2813","-3083","-3330","-3570","-3778","-3917","-4049",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Buffer","110.00%","S","7022","3514","10162","13492","24261","21997","19892","17899","16879","15784","13657","23568","19916","15927","11556","7310","16080","11123","19782","14765","36809","32308","27974","23317","19032","15560","11613","7434","3124","-1289","-5383","-9555","-13651","-17855","-21959","-26720","-31599","-36675","-41565","-46641","-51791","-56836","-61705","-66525","-71534","-76964","-82612","-88536","-94586","-99915","-105103","-110290","-115414","-120791","-126227","-131314","-136242","-141159","-145860","-149903","-152253","-154884",""
"","","110.00%","M1","1337","1118","2417","3719","5310","5223","5115","4991","4925","4854","4675","4357","3922","3525","3108","2642","2163","1656","3861","3357","2900","2417","1951","1478","1066","718","336","-62","-529","-995","-1456","-1918","-2391","-2888","-3378","-3996","-4719","-5394","-6076","-6711","-7462","-8160","-8848","-9529","-10228","-11004","-11778","-12589","-13418","-14108","-14767","-15418","-16091","-16787","-17579","-18320","-19035","-19757","-20402","-20951","-21294","-21633",""
"","","110.00%","M2","1145","926","2321","3431","5070","4983","4875","4751","4685","4614","4435","4117","3682","3285","2868","2402","1923","1416","3813","3309","2852","2369","1903","1430","1018","670","288","-110","-577","-1043","-1504","-1966","-2439","-2936","-3426","-4044","-4767","-5442","-6124","-6759","-7510","-8208","-8896","-9577","-10276","-11052","-11826","-12637","-13466","-14156","-14815","-15466","-16139","-16835","-17627","-18368","-19083","-19805","-20450","-20999","-21342","-21681",""
"","","110.00%","L1","414","394","389","1420","1805","1762","1716","1672","1643","1612","1546","1403","1240","1082","888","696","492","240","1878","1634","1408","1198","973","730","558","404","243","55","-147","-355","-573","-801","-1047","-1302","-1530","-1531","-1534","-1536","-1537","-1537","-1540","-1540","-1541","-1542","-1543","-1545","-1563","-1582","-1601","-1976","-2298","-2630","-2918","-3233","-3570","-3885","-4182","-4453","-4717","-4946","-5099","-5244",""
"","","110.00%","L1","502","482","477","1728","2453","2410","2364","2320","2291","2260","2194","2051","1888","1730","1536","1344","1140","888","2166","1922","1696","1486","1261","1018","846","692","531","343","141","-67","-285","-513","-759","-1014","-1242","-1243","-1246","-1248","-1249","-1249","-1252","-1252","-1253","-1254","-1255","-1257","-1275","-1294","-1313","-1688","-2010","-2342","-2630","-2945","-3282","-3597","-3894","-4165","-4429","-4658","-4811","-4956",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reorder (inc. Buffer)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","5 weeks out ","S","","","","","","","","","","","","","","","","","","","","","","","","","","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","","","","",""
"How many pallets til EOY","","","M1","","","","","","","","","","","","","","","","","","","","","","","","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","","","","",""
"","","","M2","","","","","","","","","","","","","","","","","","","","","","","","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","","","","",""
"","","","L1","","","","","","","","","","","","","","","","","","","","","","","","","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","","","","",""
"","","","L1","","","","","","","","","","","","","","","","","","","","","","","","","","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","Reorder","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Liner Delivery","","","","","","","","","","","","","","","","","Order today","Order","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Liners per pallet ","408","S","21","","","24","15","33","","","","","","","33","","","","","33","","33","","66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","336","M1","4","","","4","4","5","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","288","M2","4","","","5","4","6","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","208","L1","2","","","","5","2","","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","252","L2","2","","","","5","3","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","33","","","33","33","49","","9792","6120","13464","","","33","","","","","33","","66","","66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","13464","","","","","","","1344","1344","1680","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","26928","","","","","","","1440","1152","1728","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","0","1040","416","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","0","1260","756","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Ice Stock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","Updated from actual Verden stock","","","","","","41346","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Ice Stock","","29313","25453","22452","19770","16965","29628","27252","24941","23729","27576","24916","20299","32076","26240","20425","14593","23724","16919","10382","15741","9236","3063","-2966","-9373","-15019","-19682","-24900","-30469","-36394","-42432","-48206","-54086","-59996","-66099","-71995","-78013","-84431","-90895","-97205","-103551","-110290","-116781","-123088","-129331","-135794","-142856","-150163","-157829","-165658","-173750","-181436","-189133","-196676","-204607","-212933","-220724","-228234","-235660","-242652","-248657","-252285","-256129",""
"","","Ice Stock (buffer 10%)","","29220","24974","21673","18723","15637","29628","27015","24472","23139","26857","23930","18851","13241","7427","1031","-5384","3116","-4370","-11561","-3625","-10781","-17571","-24202","-31250","-37461","-42591","-48330","-54456","-60974","-67615","-73967","-80435","-86935","-93649","-100134","-106754","-113814","-120925","-127866","-134846","-142259","-149399","-156337","-163205","-170313","-178081","-186120","-194552","-203164","-212065","-220520","-228986","-237283","-246007","-255166","-263736","-271997","-280166","-287857","-294463","-298454","-302681",""
"","","","","","","","","1337.82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","33","33","33","33","33","33","66","66","66","66","66","66","66","66","66","66","66","66","","","","","","",""
"","Box","Ice Per box ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","S","2","","1546","3189","2858","2536","2450","2058","1914","1812","928","995","1934","3230","3320","3626","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","M","3","","21","598","123","114","243","237","294","339","180","193","487","867","1188","1083","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","L","4","","8","72","20","32","112","156","168","160","104","112","240","520","592","576","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reoder ","","","","","","","","","","","","","","","","","","","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","","","","","",""
"","","Reoder incl Buffer","","","","","","","","","","","","Reoeder","","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","Reoeder","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Place Order","","","","","","","Place Order","","","","","","","Place Order","","","Place Order","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","for both ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Ice Delivery in Pallets ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","66","","","","","","","","","","11","","","","","","","33","","","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Ice Per Pallet","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","468","","30888","","","","","","","","","","Did we pay for full?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","We order 33 initially","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","63","58","53","51","59","53","43","69","56","44","31","51","36","22","34","20","7","-6","-20","-32","-42","-53","-65","-78","-91","-103","-116","-128","-141","-154","-167","-180","-194","-208","-221","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Order","","","","deliver frozen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","30888","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
