"","2026-W19","W19","413","2026-05-01","2026-05-02","2026-05-01","2026-05-01","FE4049B","CON-40-143719-4","3765","","3765","CON-00-147901-2","1852","0","1852","CON-00-138152-2","1195","0","1195","4.05"
"","2026-W19","W19","414","2026-05-01","2026-05-02","2026-05-01","2026-05-01","FE4064A","CON-40-152009-4","1227","","1227","CON-00-152026-2","649","0","649","CON-00-152024-2","627","0","627","4.53"
"","2026-W19","W19","415","2026-05-01","2026-05-02","2026-05-01","2026-05-01","FE0746A","CON-40-143706-4","1016","","1016","CON-00-147857-2","595","0","595","CON-00-136694-3","561","0","561","5.08"
"","2026-W19","W19","416","2026-05-01","2026-05-02","2026-05-01","2026-05-01","FE1731A","CON-40-154565-4","1233","","1233","CON-00-154556-2","603","0","603","CON-00-154547-2","695","0","695","6.35"
"","2026-W19","W19","417","2026-05-01","2026-05-02","2026-05-01","2026-05-01","FE4075A","CON-40-155189-4","3168","","3168","CON-00-155188-2","1692","0","1692","CON-00-155185-3","1552","0","1552","4.19"
"","2026-W19","W19","418","2026-05-01","2026-05-02","2026-05-01","2026-05-01","FE1072B","CON-40-143777-4","966","","966","CON-00-147864-2","631","0","631","CON-00-136696-3","457","0","457","5.01"
"","2026-W19","W19","506","2026-05-01","2026-05-02","2026-05-01","2026-05-01","FEA006A","CON-40-143657-4","112","","112","PTN-00-148223-2","51","0","51","PTN-00-136930-3","40","0","40","3.61"
"","","","","","","","","","","","","","","","","","","","","",""
"Use POs below >>","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"BNL Fri PO","PO BNL Fri - MAITRE","","","","","","","","","","","","","","","","","","","",""
"","week.value","distributionCenter.value","customOrderNumberCode","reason","supplierCode.value","deliveryDate","startTime","endTime","sku.value","orderSize","orderUnit.value","buffer.value","case.size","case.uom","price","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-01","3:00","4:00","CON-40-143658-4","","UNIT_TYPE","0","1","unit","4.56","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-01","3:00","4:00","CON-40-152209-4","","UNIT_TYPE","0","1","unit","4.39","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-01","3:00","4:00","CON-40-143665-4","","UNIT_TYPE","0","1","unit","4.72","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-01","3:00","4:00","CON-40-143765-4","","UNIT_TYPE","0","1","unit","5.40","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-01","3:00","4:00","CON-40-150747-4","","UNIT_TYPE","0","1","unit","4.43","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-01","3:00","4:00","CON-40-152011-4","","UNIT_TYPE","0","1","unit","6.23","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-01","3:00","4:00","CON-40-148197-4","","UNIT_TYPE","0","1","unit","4.34","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-01","3:00","4:00","CON-40-143710-4","","UNIT_TYPE","0","1","unit","4.91","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-01","3:00","4:00","CON-40-143722-4","","UNIT_TYPE","0","1","unit","3.94","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-01","3:00","4:00","CON-40-143718-4","","UNIT_TYPE","0","1","unit","3.63","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-01","3:00","4:00","CON-40-143739-4","","UNIT_TYPE","0","1","unit","4.57","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-01","3:00","4:00","CON-40-151277-4","","UNIT_TYPE","0","1","unit","6.40","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-01","3:00","4:00","CON-40-143719-4","","UNIT_TYPE","0","1","unit","4.05","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-01","3:00","4:00","CON-40-152009-4","","UNIT_TYPE","0","1","unit","4.53","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-01","3:00","4:00","CON-40-143706-4","","UNIT_TYPE","0","1","unit","5.08","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-01","3:00","4:00","CON-40-154565-4","","UNIT_TYPE","0","1","unit","6.35","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-01","3:00","4:00","CON-40-155189-4","","UNIT_TYPE","0","1","unit","4.19","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-01","3:00","4:00","CON-40-143777-4","","UNIT_TYPE","0","1","unit","5.01","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-01","3:00","4:00","CON-40-143657-4","","UNIT_TYPE","0","1","unit","3.61","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"BNL Sat PO","PO BNL Sat - MAITRE","","","","","","","","","","","","","","","","","","","",""
"","week.value","distributionCenter.value","customOrderNumberCode","reason","supplierCode.value","deliveryDate","startTime","endTime","sku.value","orderSize","orderUnit.value","buffer.value","case.size","case.uom","price","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-02","3:00","4:00","CON-40-143658-4","7428","UNIT_TYPE","0","1","unit","4.56","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-02","3:00","4:00","CON-40-152209-4","4057","UNIT_TYPE","0","1","unit","4.39","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-02","3:00","4:00","CON-40-143665-4","4251","UNIT_TYPE","0","1","unit","4.72","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-02","3:00","4:00","CON-40-143765-4","5844","UNIT_TYPE","0","1","unit","5.40","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-02","3:00","4:00","CON-40-150747-4","3882","UNIT_TYPE","0","1","unit","4.43","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-02","3:00","4:00","CON-40-152011-4","2763","UNIT_TYPE","0","1","unit","6.23","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-02","3:00","4:00","CON-40-148197-4","2547","UNIT_TYPE","0","1","unit","4.34","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-02","3:00","4:00","CON-40-143710-4","1947","UNIT_TYPE","0","1","unit","4.91","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-02","3:00","4:00","CON-40-143722-4","767","UNIT_TYPE","0","1","unit","3.94","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-02","3:00","4:00","CON-40-143718-4","492","UNIT_TYPE","0","1","unit","3.63","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-02","3:00","4:00","CON-40-143739-4","1145","UNIT_TYPE","0","1","unit","4.57","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-02","3:00","4:00","CON-40-151277-4","3136","UNIT_TYPE","0","1","unit","6.40","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-02","3:00","4:00","CON-40-143719-4","3765","UNIT_TYPE","0","1","unit","4.05","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-02","3:00","4:00","CON-40-152009-4","1227","UNIT_TYPE","0","1","unit","4.53","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-02","3:00","4:00","CON-40-143706-4","1016","UNIT_TYPE","0","1","unit","5.08","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-02","3:00","4:00","CON-40-154565-4","1233","UNIT_TYPE","0","1","unit","6.35","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-02","3:00","4:00","CON-40-155189-4","3168","UNIT_TYPE","0","1","unit","4.19","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-02","3:00","4:00","CON-40-143777-4","966","UNIT_TYPE","0","1","unit","5.01","","","","","",""
"","2026-W19","QF","","Multi-Week","115950","2026-05-02","3:00","4:00","CON-40-143657-4","112","UNIT_TYPE","0","1","unit","3.61","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"NOR Thur. PO","PO NOR Thur - MAITRE","","","","","","","","","","","","","","","","","","","",""
"","week.value","distributionCenter.value","customOrderNumberCode","reason","supplierCode.value","deliveryDate","startTime","endTime","sku.value","orderSize","orderUnit.value","buffer.value","case.size","case.uom","price","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-147878-2","0","UNIT_TYPE","0","1","unit","4.56","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-152208-2","0","UNIT_TYPE","0","1","unit","4.39","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-147839-2","1920","UNIT_TYPE","0","1","unit","4.72","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-147871-2","0","UNIT_TYPE","0","1","unit","5.40","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-150749-2","1920","UNIT_TYPE","0","1","unit","4.43","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-152023-2","0","UNIT_TYPE","0","1","unit","6.23","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-148196-2","0","UNIT_TYPE","0","1","unit","4.34","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-147826-2","768","UNIT_TYPE","0","1","unit","4.91","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-147816-2","0","UNIT_TYPE","0","1","unit","3.94","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-147817-2","0","UNIT_TYPE","0","1","unit","3.63","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-147824-2","0","UNIT_TYPE","0","1","unit","4.57","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-151279-2","0","UNIT_TYPE","0","1","unit","6.40","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-147901-2","0","UNIT_TYPE","0","1","unit","4.05","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-152026-2","0","UNIT_TYPE","0","1","unit","4.53","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-147857-2","0","UNIT_TYPE","0","1","unit","5.08","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-154556-2","0","UNIT_TYPE","0","1","unit","6.35","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-155188-2","0","UNIT_TYPE","0","1","unit","4.19","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-147864-2","0","UNIT_TYPE","0","1","unit","5.01","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","PTN-00-148223-2","0","UNIT_TYPE","0","1","unit","3.61","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"NOR Fri. PO","PO NOR Fri - MAITRE","","","","","","","","","","","","","","","","","","","",""
"","week.value","distributionCenter.value","customOrderNumberCode","reason","supplierCode.value","deliveryDate","startTime","endTime","sku.value","orderSize","orderUnit.value","buffer.value","case.size","case.uom","price","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-147878-2","3731","UNIT_TYPE","0","1","unit","4.56","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-152208-2","2460","UNIT_TYPE","0","1","unit","4.39","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-147839-2","350","UNIT_TYPE","0","1","unit","4.72","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-147871-2","0","UNIT_TYPE","0","1","unit","5.40","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-150749-2","316","UNIT_TYPE","0","1","unit","4.43","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-152023-2","0","UNIT_TYPE","0","1","unit","6.23","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-148196-2","0","UNIT_TYPE","0","1","unit","4.34","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-147826-2","425","UNIT_TYPE","0","1","unit","4.91","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-147816-2","316","UNIT_TYPE","0","1","unit","3.94","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-147817-2","207","UNIT_TYPE","0","1","unit","3.63","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-147824-2","650","UNIT_TYPE","0","1","unit","4.57","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-151279-2","1316","UNIT_TYPE","0","1","unit","6.40","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-147901-2","1852","UNIT_TYPE","0","1","unit","4.05","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-152026-2","649","UNIT_TYPE","0","1","unit","4.53","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-147857-2","595","UNIT_TYPE","0","1","unit","5.08","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-154556-2","603","UNIT_TYPE","0","1","unit","6.35","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-155188-2","1692","UNIT_TYPE","0","1","unit","4.19","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","CON-00-147864-2","631","UNIT_TYPE","0","1","unit","5.01","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","3:00","4:00","PTN-00-148223-2","51","UNIT_TYPE","0","1","unit","3.61","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"DE Thur PO","PO DE Thur - MAITRE","","","","","","","","","","","","","","","","","","","",""
"","week.value","distributionCenter.value","customOrderNumberCode","reason","supplierCode.value","deliveryDate","startTime","endTime","sku.value","orderSize","orderUnit.value","buffer.value","case.size","case.uom","price","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-136674-3","0","UNIT_TYPE","0","1","unit","4.56","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-152205-2","0","UNIT_TYPE","0","1","unit","4.39","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-136698-3","1536","UNIT_TYPE","0","1","unit","4.72","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-137745-2","0","UNIT_TYPE","0","1","unit","5.40","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-150748-2","1536","UNIT_TYPE","0","1","unit","4.43","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-152025-2","0","UNIT_TYPE","0","1","unit","6.23","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-148220-2","0","UNIT_TYPE","0","1","unit","4.34","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-136638-3","768","UNIT_TYPE","0","1","unit","4.91","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-136629-3","0","UNIT_TYPE","0","1","unit","3.94","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-136634-3","0","UNIT_TYPE","0","1","unit","3.63","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-136637-3","0","UNIT_TYPE","0","1","unit","4.57","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-151278-2","0","UNIT_TYPE","0","1","unit","6.40","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-138152-2","0","UNIT_TYPE","0","1","unit","4.05","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-152024-2","0","UNIT_TYPE","0","1","unit","4.53","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-136694-3","0","UNIT_TYPE","0","1","unit","5.08","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-154547-2","0","UNIT_TYPE","0","1","unit","6.35","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-155185-3","0","UNIT_TYPE","0","1","unit","4.19","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-136696-3","0","UNIT_TYPE","0","1","unit","5.01","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","PTN-00-136930-3","0","UNIT_TYPE","0","1","unit","3.61","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""
"DE Fri PO","PO DE Fri - MAITRE","","","","","","","","","","","","","","","","","","","",""
"","week.value","distributionCenter.value","customOrderNumberCode","reason","supplierCode.value","deliveryDate","startTime","endTime","sku.value","orderSize","orderUnit.value","buffer.value","case.size","case.uom","price","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-136674-3","2982","UNIT_TYPE","0","1","unit","4.56","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-152205-2","1852","UNIT_TYPE","0","1","unit","4.39","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-136698-3","466","UNIT_TYPE","0","1","unit","4.72","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-137745-2","10","UNIT_TYPE","0","1","unit","5.40","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-150748-2","470","UNIT_TYPE","0","1","unit","4.43","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-152025-2","10","UNIT_TYPE","0","1","unit","6.23","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-148220-2","61","UNIT_TYPE","0","1","unit","4.34","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-136638-3","365","UNIT_TYPE","0","1","unit","4.91","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-136629-3","368","UNIT_TYPE","0","1","unit","3.94","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-136634-3","298","UNIT_TYPE","0","1","unit","3.63","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-136637-3","517","UNIT_TYPE","0","1","unit","4.57","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-151278-2","1180","UNIT_TYPE","0","1","unit","6.40","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-138152-2","1195","UNIT_TYPE","0","1","unit","4.05","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-152024-2","627","UNIT_TYPE","0","1","unit","4.53","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-136694-3","561","UNIT_TYPE","0","1","unit","5.08","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-154547-2","695","UNIT_TYPE","0","1","unit","6.35","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-155185-3","1552","UNIT_TYPE","0","1","unit","4.19","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","CON-00-136696-3","457","UNIT_TYPE","0","1","unit","5.01","","","","","",""
"","2026-W19","VF","","Multi-Week","300889","2026-05-01","4:00","5:00","PTN-00-136930-3","40","UNIT_TYPE","0","1","unit","3.61","","","","","",""
